chr1	179844554	180124553	0.3344382
chr1	192774554	193094553	0.3589571
chr2	118568814	118778813	0.3079055
chr2	172078814	172548813	0.4920704
chr2	196438814	198388813	0.4155033
chr2	232568814	232658813	0.3372617
chr2	233398814	234118813	0.3980537
chr3	100705431	101505430	0.4883384
chr3	105085431	106965430	0.3185916
chr3	155515431	156395430	0.4889217
chr4	100573179	100823178	0.3803878
chr4	110473179	110653178	0.3979387
chr4	153453179	153823178	0.2926673
chr5	68462266	68672265	0.4722977
chr5	96142266	96272265	0.2908984
chr5	154062266	154242265	0.2864406
chr5	175662266	177022265	0.5452157
chr6	56901910	57091909	0.3710968
chr6	167311910	167411909	0.3002228
chr7	134829757	135419756	0.4145113
chr7	138789757	138919756	0.4408614
chr8	54762601	55022600	0.3532461
chr8	66542601	66652600	0.3311715
chr9	19061056	19291055	0.4244614
chr9	34981056	35801055	0.5243330
chr9	108001056	108321055	0.3353417
chr9	133991056	134621055	0.5263102
chr9	135281056	137011055	0.4654357
chr10	89260001	89610000	0.4044230
chr11	6411279	6641278	0.6268945
chr11	46931279	47471278	0.4913005
chr11	82751279	85531278	0.4805103
chr11	93391279	93591278	0.3983594
chr12	62647607	62867606	0.2816551
chr12	133277607	133707606	0.5609256
chr15	67543998	68553997	0.3983373
chr15	78363998	78593997	0.4054218
chr16	3444043	3934042	0.5001222
chr17	8294961	8874960	0.3846595
chr17	29114961	29644960	0.4201667
chr17	57174961	58044960	0.4257268
chr19	39798403	39928402	0.4638752
chr19	54288403	54378402	0.3037836
chr21	34593191	35293190	0.4358530
chr22	19842157	20142156	0.3637920
chrX	75640091	77170090	0.3972199
